FID	SHAPE	TBBH	DLMC	TBMJ	Shape_Leng	Shape_Area
173	POLYGON ((11136755.2345 2712231.6878,11136770.1241 2712229.9059,11136786.8572 2712229.9515,11136805.0624 2712235.181,11136817.3805 2712238.3536,11136820.4936 2712220.2471,11136835.5197 2712203.9861,11136872.8191 2712182.0207,11136883.2337 2712168.4315,11136887.2674 2712147.1669,11136886.0616 2712139.7366,11136882.2256 2712126.4148,11136886.7885 2712116.9646,11136890.9162 2712113.2217,11136900.7606 2712109.9788,11136925.1945 2712115.4743,11136935.9173 2712131.0788,11136939.0722 2712164.3629,11136935.6729 2712173.3194,11136921.8883 2712187.8485,11136914.012 2712200.2438,11136913.9314 2712217.8471,11136918.8097 2712226.049,11136925.0859 2712229.2096,11136951.557 2712219.7828,11136972.2726 2712212.0436,11136985.8365 2712203.9422,11136985.85 2712200.9978,11136985.4479 2712197.6304,11136982.5312 2712195.3735,11136976.9895 2712189.3489,11136975.0705 2712181.7389,11136974.4231 2712167.9114,11136977.5136 2712164.2065,11136988.8706 2712162.4325,11137028.2415 2712165.5496,11137036.4745 2712167.8129,11137047.8877 2712168.6128,11137054.8638 2712169.033,11137064.0364 2712158.6732,11137065.4854 2712153.1234,11137066.3269 2712130.8019,11137063.2419 2712103.7875,11137065.6715 2712082.6672,11137078.0138 2712063.3552,11137084.0648 2712054.8673,11137082.4419 2712053.8424,11137069.1156 2712043.4501,11137055.3622 2712029.5952,11137045.0506 2712011.4171,11137039.0903 2711994.7277,11137038.0837 2711975.7943,11137038.1938 2711973.7706,11137040.5143 2711964.6777,11137040.081 2711955.5817,11137040.7933 2711952.2194,11137042.6214 2711948.5824,11137051.8503 2711946.5571,11137070.0881 2711946.2193,11137091.1074 2711943.0889,11137097.4179 2711940.583,11137100.6685 2711939.2931,11137101.3911 2711939.0057,11137102.7881 2711928.8088,11137106.1675 2711921.3923,11137110.6503 2711916.6464,11137119.4773 2711915.3716,11137120.7283 2711912.9235,11137121.3197 2711907.4244,11137119.8959 2711899.7869,11137110.5821 2711895.0477,11137106.8048 2711892.1254,11137097.8196 2711887.5609,11137090.197 2711877.9914,11137088.4339 2711867.1857,11137088.4679 2711859.7548,11137090.3021 2711854.9956,11137105.8024 2711848.7574,11137108.7466 2711844.9845,11137106.5436 2711839.0855,11137098.6755 2711831.6234,11137090.787 2711821.8806,11137064.5835 2711810.3142,11137029.9032 2711802.229,11136989.0958 2711794.4104,11136979.2082 2711794.3646,11136951.8751 2711797.285,11136934.0476 2711794.118,11136925.437 2711787.3472,11136921.0143 2711779.1946,11136923.2445 2711754.5544,11136922.4335 2711747.902,11136928.9498 2711741.9847,11136944.885 2711731.7216,11136946.5483 2711729.967,11136951.6362 2711724.5966,11136954.3616 2711716.1801,11136953.768 2711707.7493,11136950.713 2711701.8507,11136950.1009 2711697.2362,11136950.2756 2711693.6589,11136951.6215 2711687.8982,11136932.2221 2711677.6821,11136927.7505 2711675.3486,11136912.3585 2711682.9957,11136899.23 2711693.2963,11136884.3889 2711704.7698,11136880.2615 2711714.0402,11136883.4788 2711718.6037,11136888.2216 2711720.404,11136892.8473 2711723.6488,11136892.2735 2711728.3144,11136888.1681 2711732.0744,11136883.7323 2711735.6106,11136880.1723 2711740.9293,11136880.156 2711744.486,11136881.2512 2711749.1593,11136887.1977 2711750.9652,11136893.2506 2711756.2173,11136900.862 2711758.9202,11136903.1675 2711762.1542,11136903.1415 2711767.8227,11136902.5621 2711773.7109,11136901.084 2711782.8183,11136901.0641 2711787.153,11136899.6034 2711792.4814,11136894.8524 2711792.4594,11136887.0134 2711791.2004,11136878.5058 2711791.1609,11136871.9769 2711800.7536,11136855.4442 2711811.0908,11136842.7965 2711813.5854,11136830.7422 2711815.7322,11136812.1191 2711817.8485,11136792.1386 2711813.1826,11136788.0559 2711812.2296,11136771.6415 2711809.9507,11136747.5935 2711801.0273,11136729.2242 2711794.6097,11136727.2296 2711803.0413,11136724.5989 2711810.9506,11136721.4888 2711822.6315,11136717.5475 2711823.4992,11136709.9534 2711822.8109,11136698.4697 2711821.9196,11136691.9022 2711822.7623,11136686.307 2711827.9881,11136678.2825 2711834.0245,11136671.5859 2711835.4715,11136667.5071 2711835.2879,11136664.0101 2711832.6458,11136662.9638 2711829.6035,11136661.289 2711821.142,11136659.3699 2711812.6782,11136659.4121 2711803.4861,11136659.443 2711796.7553,11136659.4856 2711787.481,11136661.8005 2711781.2514,11136659.121 2711780.572,11136644.7165 2711775.3441,11136644.3557 2711775.9612,11136643.0217 2711777.2685,11136642.1941 2711780.255,11136643.7052 2711787.118,11136648.4112 2711794.6168,11136649.5246 2711796.4848,11136648.2378 2711801.8396,11136647.3099 2711808.4092,11136647.0515 2711815.856,11136647.6497 2711823.0248,11136646.7099 2711829.1721,11136644.1577 2711835.2553,11136640.6505 2711837.1392,11136640.1808 2711837.3914,11136632.942 2711847.4873,11136615.4162 2711893.0969,11136577.4165 2711983.7768,11136576.4197 2711986.1554,11136560.5945 2712023.9189,11136558.3633 2712029.0193,11136560.1815 2712028.2519,11136565.9118 2712024.1745,11136570.2567 2712019.6386,11136576.5118 2712016.9595,11136580.6323 2712016.8558,11136583.1044 2712020.3557,11136584.4651 2712026.1899,11136583.4671 2712030.207,11136581.2037 2712034.464,11136576.3192 2712041.0494,11136571.9797 2712044.1896,11136565.9281 2712047.1977,11136556.749 2712047.155,11136550.5081 2712046.9849,11136511.5611 2712136.0578,11136474.2888 2712221.2999,11136482.4153 2712224.761,11136492.5501 2712230.0195,11136495.2964 2712236.0249,11136495.1867 2712242.0981,11136491.5619 2712249.6738,11136485.2917 2712255.8413,11136482.6472 2712263.0111,11136482.4198 2712268.0995,11136481.2198 2712271.9105,11136480.6727 2712275.6016,11136476.6753 2712275.2549,11136469.1236 2712276.1634,11136455.9132 2712273.6384,11136455.4843 2712286.7277,11136456.8564 2712290.7677,11136468.382 2712284.6963,11136477.2347 2712283.4421,11136491.3891 2712283.5081,11136509.7263 2712283.5935,11136518.5514 2712288.3275,11136528.8213 2712293.5535,11136540.2407 2712293.9305,11136545.3881 2712293.9545,11136558.1042 2712291.9093,11136566.629 2712291.949,11136570.9684 2712292.7782,11136575.9494 2712294.0967,11136579.0724 2712295.8309,11136582.4644 2712295.6778,11136602.9552 2712284.8856,11136613.8298 2712281.7438,11136632.0577 2712274.8773,11136656.7728 2712262.4459,11136691.9121 2712248.9097,11136753.8104 2712225.0655,11136756.834 2712229.9382,11136755.2345 2712231.6878),(11136898.8793 2711914.6229,11136885.3359 2711908.7729,11136884.1854 2711907.8196,11136875.6643 2711900.7627,11136869.0069 2711891.7767,11136868.8961 2711885.586,11136872.2372 2711879.127,11136876.7583 2711871.1249,11136884.721 2711861.3956,11136894.6233 2711855.6885,11136901.7847 2711852.5208,11136911.3182 2711855.1919,11136920.9874 2711864.1832,11136929.1338 2711867.0115,11136941.8661 2711866.0038,11136947.4967 2711866.0299,11136957.7056 2711869.4737,11136963.4236 2711873.1606,11136976.3721 2711886.2027,11136983.3696 2711896.0719,11136987.9169 2711906.2557,11136983.7462 2711914.5427,11136972.4847 2711914.9832,11136951.344 2711914.2376,11136981.4622 2711932.6025,11136993.3456 2711938.354,11137001.7436 2711945.639,11137006.7434 2711954.4377,11137006.3893 2711963.5557,11137005.6798 2711965.8428,11136997.254 2711981.818,11136992.8831 2711986.9491,11136978.6719 2712000.2492,11136968.6332 2712003.4859,11136956.3835 2711999.5538,11136938.8324 2711995.8313,11136907.9119 2711991.6449,11136894.916 2711979.9042,11136893.4744 2711977.5559,11136891.6048 2711955.2317,11136894.951 2711924.2534,11136898.8793 2711914.6229),(11136762.1689 2711890.3694,11136780.8453 2711909.9907,11136783.8368 2711915.8325,11136771.9503 2711927.9247,11136762.3757 2711934.2009,11136757.4124 2711931.1404,11136750.186 2711923.4739,11136736.376 2711910.1947,11136735.5759 2711906.7432,11136736.8149 2711903.4657,11136752.0499 2711890.486,11136758.0972 2711888.6266,11136762.1689 2711890.3694))	355	旱地	11895.61	3522.31837825	204083.013099
174	POLYGON ((11136460.2464 2712300.7433,11136456.8564 2712290.7677,11136455.4843 2712286.7277,11136455.9132 2712273.6384,11136455.98 2712271.5952,11136474.2373 2712221.4183,11136474.2888 2712221.2999,11136511.5611 2712136.0578,11136503.3539 2712134.1995,11136469.9381 2712126.0004,11136432.2112 2712114.7437,11136414.5252 2712110.5572,11136353.078 2712094.1826,11136346.2392 2712092.7988,11136336.5766 2712116.2675,11136318.6515 2712163.7084,11136304.4449 2712200.989,11136295.7269 2712222.8142,11136301.7063 2712224.8781,11136321.6763 2712224.9713,11136365.4603 2712228.1436,11136372.705 2712231.8293,11136373.1061 2712243.2456,11136369.4032 2712258.9809,11136368.8375 2712260.714,11136371.0499 2712263.3866,11136397.4579 2712268.8814,11136423.753 2712275.8141,11136429.6015 2712279.7766,11136429.5715 2712286.2842,11136425.2809 2712304.6161,11136430.4877 2712305.7989,11136460.2464 2712300.7433))	355	旱地	11895.61	720.225514786	25200.5982046
175	POLYGON ((11136425.2809 2712304.6161,11136429.5715 2712286.2842,11136429.6015 2712279.7766,11136423.753 2712275.8141,11136397.4579 2712268.8814,11136371.0499 2712263.3866,11136368.8375 2712260.714,11136369.4032 2712258.9809,11136373.1061 2712243.2456,11136372.705 2712231.8293,11136365.4603 2712228.1436,11136321.6763 2712224.9713,11136301.7063 2712224.8781,11136295.7269 2712222.8142,11136285.6202 2712219.3245,11136277.2598 2712211.5231,11136274.8337 2712196.2166,11136267.8259 2712190.248,11136261.7158 2712186.5675,11136255.8268 2712184.2571,11136228.1965 2712172.0286,11136198.3569 2712147.0062,11136195.9109 2712136.2644,11136197.2817 2712129.7696,11136197.5413 2712128.5417,11136169.7683 2712113.8468,11136160.2221 2712110.9433,11136145.7078 2712120.4921,11136125.6992 2712145.0912,11136120.9807 2712159.6246,11136125.0675 2712170.0407,11136142.0853 2712177.6582,11136167.8821 2712186.6164,11136174.0702 2712189.5043,11136178.4283 2712200.9829,11136186.9801 2712173.7673,11136190.9111 2712169.3973,11136195.7259 2712169.4198,11136201.2897 2712169.9,11136205.6282 2712175.0653,11136206.0595 2712179.4557,11136202.7207 2712185.7971,11136192.6814 2712211.4336,11136205.3639 2712223.3412,11136211.5255 2712201.1226,11136214.7144 2712194.7816,11136220.2901 2712192.6893,11136229.7601 2712194.3976,11136233.8029 2712198.5024,11136235.2891 2712202.4445,11136235.2723 2712206.0761,11136226.6235 2712230.6077,11136248.4476 2712239.4319,11136277.1138 2712256.526,11136327.6573 2712278.0764,11136352.1888 2712281.3095,11136388.0161 2712300.4515,11136401.3044 2712304.282,11136415.8964 2712305.78,11136425.2809 2712304.6161))	384	园地	688.92	936.72656019	14789.8619367
176	POLYGON ((11137527.9317 2712016.5065,11137530.9887 2712014.5391,11137537.6692 2712008.0066,11137542.4946 2712004.5233,11137554.756 2711997.2587,11137563.6993 2711985.3757,11137564.5922 2711983.409,11137563.7108 2711968.5856,11137562.741 2711966.1957,11137556.8017 2711956.9451,11137550.1788 2711944.2734,11137550.0163 2711943.5576,11137549.9622 2711940.2731,11137550.9725 2711934.6721,11137552.4678 2711926.3962,11137552.7863 2711917.5634,11137550.3228 2711907.4566,11137539.2404 2711890.4884,11137537.5079 2711875.006,11137538.873 2711865.898,11137540.3149 2711858.6147,11137540.4177 2711858.4313,11137539.7364 2711855.9209,11137539.1824 2711855.0986,11137536.1267 2711854.4561,11137535.5951 2711854.5445,11137528.8389 2711854.1479,11137521.1338 2711854.478,11137500.7694 2711858.2585,11137499.3479 2711858.2519,11137486.8903 2711858.1946,11137472.8657 2711858.13,11137448.0856 2711858.0159,11137431.3721 2711857.9389,11137415.3783 2711859.401,11137398.8687 2711862.6146,11137393.1222 2711863.7573,11137384.9613 2711868.5451,11137381.3092 2711872.6216,11137376.0304 2711882.8316,11137369.8697 2711895.377,11137362.1266 2711904.0399,11137355.3335 2711911.7581,11137348.7668 2711917.576,11137341.2549 2711923.536,11137334.2995 2711934.9075,11137328.6636 2711943.7265,11137323.8536 2711946.8486,11137348.9057 2712006.2169,11137353.9763 2712017.4932,11137355.3645 2712035.9891,11137356.2304 2712051.8428,11137358.4985 2712065.4072,11137364.9684 2712078.974,11137369.1596 2712097.6475,11137375.2804 2712109.2771,11137380.7035 2712117.5593,11137383.1492 2712126.8977,11137377.5143 2712151.8135,11137373.0458 2712152.2578,11137360.3837 2712148.7751,11137309.079 2712130.8718,11137236.8945 2712099.226,11137190.7009 2712061.6381,11137179.0291 2712050.7107,11137177.2276 2712038.2994,11137169.0553 2712022.2944,11137161.6032 2712040.2643,11137159.575 2712044.687,11137151.4109 2712062.4847,11137132.7679 2712108.4493,11137125.355 2712127.8173,11137116.1053 2712148.5684,11137111.5296 2712161.319,11137100.4082 2712190.821,11137091.9441 2712208.6709,11137089.8162 2712213.9889,11137081.0369 2712235.9232,11137070.7226 2712258.061,11137068.0854 2712265.0866,11137059.6005 2712287.6871,11137054.7006 2712300.2311,11137050.4751 2712307.7025,11137046.8002 2712310.4686,11137045.7285 2712310.6389,11137053.6655 2712315.6294,11137066.316 2712314.8928,11137074.2357 2712311.5906,11137076.8082 2712302.2187,11137083.9562 2712294.7778,11137090.1469 2712289.2403,11137099.9239 2712288.4326,11137102.9423 2712281.4376,11137118.8649 2712268.8997,11137132.6327 2712261.9865,11137147.2618 2712254.2072,11137154.0213 2712254.8498,11137172.67 2712262.0988,11137177.3986 2712276.5897,11137183.6893 2712304.4998,11137195.0248 2712313.9435,11137214.2575 2712318.7285,11137246.0617 2712317.9947,11137279.3261 2712316.6809,11137326.3179 2712312.2015,11137354.9502 2712302.9423,11137376.609 2712287.7811,11137395.3293 2712277.0087,11137436.8307 2712260.7644,11137450.0231 2712246.7377,11137453.3141 2712228.851,11137448.702 2712216.5026,11137446.4481 2712207.9602,11137455.9712 2712198.2783,11137463.8551 2712192.5358,11137471.6061 2712176.5315,11137471.2492 2712168.342,11137457.9406 2712134.3902,11137437.276 2712125.6167,11137428.682 2712118.3864,11137427.4858 2712110.4464,11137436.6675 2712096.8513,11137472.845 2712054.8661,11137491.7073 2712047.369,11137489.4115 2712040.3335,11137499.3549 2712029.5474,11137527.9317 2712016.5065),(11137294.4723 2712253.5223,11137298.641 2712258.2526,11137299.3465 2712265.6945,11137299.3211 2712271.2734,11137293.751 2712276.5787,11137290.7859 2712278.1767,11137280.9205 2712279.495,11137273.7805 2712277.7263,11137268.6299 2712272.1236,11137270.2721 2712263.3288,11137277.4817 2712249.8485,11137285.9863 2712249.6398,11137294.4723 2712253.5223),(11137469.6288 2711953.344,11137477.5983 2711958.6486,11137479.4433 2711967.3867,11137478.2985 2711976.8388,11137472.3152 2711983.5668,11137464.3372 2711990.866,11137457.215 2711997.5931,11137455.1902 2712003.8617,11137454.1589 2712005.4259,11137450.1477 2712006.7102,11137449.0496 2712006.1526,11137429.3097 2711996.1436,11137416.4998 2711989.6913,11137410.5251 2711982.3823,11137410.1039 2711972.2123,11137414.6662 2711961.9038,11137422.5001 2711955.8929,11137435.317 2711952.1771,11137452.2602 2711951.7582,11137469.6288 2711953.344))	372	旱地	626.36	2328.29390077	105826.721186
177	POLYGON ((11137045.7285 2712310.6389,11137046.8002 2712310.4686,11137050.4751 2712307.7025,11137054.7006 2712300.2311,11137059.6005 2712287.6871,11137068.0854 2712265.0866,11137053.9542 2712252.4952,11137039.7438 2712248.6129,11137028.0529 2712246.9685,11137017.6117 2712248.5105,11137004.1416 2712255.6046,11136994.4479 2712266.5327,11136984.4467 2712275.7099,11136970.1781 2712284.5499,11136960.4982 2712292.4567,11136954.1362 2712300.8556,11136948.7207 2712309.7366,11136948.2035 2712318.9587,11136951.9432 2712329.4319,11136967.8232 2712318.3303,11136976.6726 2712314.0738,11136983.2759 2712311.689,11136993.1666 2712311.1213,11137015.7907 2712310.9802,11137042.036 2712311.2246,11137045.7285 2712310.6389))	356	林地	4718.05	320.612875585	5357.22256188
178	POLYGON ((11135930.2908 2712182.252,11135916.7557 2712181.2801,11135909.5009 2712188.5105,11135905.5117 2712205.4413,11135903.0089 2712226.0119,11135902.8967 2712250.2253,11135898.6183 2712264.4305,11135893.7527 2712275.6063,11135886.7813 2712286.7732,11135862.6286 2712304.518,11135848.4279 2712317.1633,11135850.8059 2712323.5304,11135865.8089 2712332.3786,11135891.3903 2712330.9853,11135910.4009 2712318.9674,11135919.1923 2712304.7832,11135930.4039 2712287.8851,11135940.0678 2712280.0611,11135956.9474 2712273.4817,11135959.0864 2712266.5298,11135959.1537 2712252.0024,11135959.1901 2712244.1321,11135953.0125 2712213.5333,11135938.0501 2712195.9087,11135930.2908 2712182.252))	368	林地	6518.5	414.873191508	7401.5363322
179	POLYGON ((11136296.5564 2712347.2346,11136282.5413 2712339.7615,11136273.072 2712333.9662,11136262.6357 2712327.9719,11136255.9819 2712321.0206,11136248.5468 2712315.5276,11136243.1172 2712307.3593,11136238.9355 2712303.6867,11136230.8845 2712302.7364,11136220.3331 2712302.3451,11136207.4136 2712298.9736,11136195.1888 2712292.6386,11136187.7267 2712286.7832,11136187.4147 2712280.5038,11136191.0655 2712276.297,11136194.9621 2712267.8688,11136177.9803 2712259.5706,11136156.7173 2712244.7468,11136136.5705 2712233.6945,11136112.6915 2712220.3419,11136085.7221 2712212.4543,11136062.8314 2712206.1836,11136057.4404 2712194.0589,11136054.526 2712186.2839,11136045.6899 2712183.2746,11136028.2535 2712175.2029,11135998.8277 2712158.8562,11135979.8433 2712141.8745,11135965.3985 2712124.9129,11135958.8243 2712123.513,11135952.229 2712126.45,11135951.5195 2712132.6103,11135959.4007 2712145.8881,11135983.775 2712174.9946,11135993.9477 2712183.4887,11135995.7179 2712193.3135,11136008.3651 2712206.6137,11136023.5121 2712219.0118,11136046.5721 2712237.8392,11136062.0724 2712247.614,11136087.5366 2712261.8869,11136104.0652 2712269.841,11136125.0157 2712278.7275,11136131.9209 2712282.2985,11136135.1901 2712286.8796,11136137.8962 2712290.7729,11136144.8051 2712293.3168,11136155.569 2712296.6771,11136173.5718 2712305.2078,11136190.5484 2712314.6474,11136209.1286 2712320.7835,11136228.063 2712323.84,11136234.6278 2712327.5237,11136255.5688 2712338.4653,11136261.122 2712342.1827,11136271.4019 2712346.835,11136278.909 2712349.1701,11136285.446 2712349.4272,11136296.5564 2712347.2346))	354	林地	4664.73	871.02105821	12622.5348837
180	POLYGON ((11136194.9621 2712267.8688,11136191.0655 2712276.297,11136187.4147 2712280.5038,11136187.7267 2712286.7832,11136195.1888 2712292.6386,11136207.4136 2712298.9736,11136220.3331 2712302.3451,11136230.8845 2712302.7364,11136238.9355 2712303.6867,11136243.1172 2712307.3593,11136248.5468 2712315.5276,11136255.9819 2712321.0206,11136262.6357 2712327.9719,11136273.072 2712333.9662,11136282.5413 2712339.7615,11136296.5564 2712347.2346,11136309.1358 2712350.9004,11136319.3989 2712352.5077,11136323.4298 2712353.8892,11136328.7354 2712349.7821,11136329.1411 2712349.1352,11136332.6113 2712347.451,11136334.0608 2712347.6191,11136337.0375 2712348.1193,11136341.9494 2712348.3047,11136350.8837 2712349.3991,11136361.7553 2712349.4498,11136366.6806 2712346.7186,11136367.351 2712340.9696,11136367.3928 2712331.8959,11136367.4241 2712325.0912,11136367.4461 2712321.7171,11136365.5543 2712319.5387,11136361.4081 2712319.4403,11136338.4971 2712317.5069,11136334.2657 2712316.5274,11136331.6729 2712321.0137,11136325.6528 2712322.2414,11136318.3902 2712322.4352,11136306.49 2712319.4117,11136286.3399 2712309.2733,11136269.9511 2712295.3851,11136256.4811 2712288.3591,11136245.0546 2712281.0007,11136230.9988 2712277.9671,11136217.5083 2712275.1648,11136194.9621 2712267.8688))	354	林地	4664.73	438.610230641	5296.67519008
181	POLYGON ((11136642.1741 2712357.8931,11136642.2232 2712348.1429,11136640.4411 2712340.8295,11136630.992 2712322.9787,11136625.9547 2712314.2651,11136633.9504 2712303.1903,11136643.1838 2712296.9948,11136655.0194 2712293.7356,11136666.0952 2712284.9633,11136675.8194 2712296.5908,11136685.4042 2712309.6487,11136691.9135 2712317.5568,11136696.4213 2712318.5033,11136700.0818 2712318.4274,11136702.8218 2712316.8092,11136703.9009 2712313.8783,11136703.6992 2712307.3535,11136704.1171 2712297.1038,11136704.1474 2712290.4872,11136704.1941 2712280.3288,11136703.2249 2712269.5136,11136704.1082 2712268.0172,11136708.5668 2712263.7158,11136746.5384 2712241.1947,11136755.2345 2712231.6878,11136756.834 2712229.9382,11136753.8104 2712225.0655,11136691.9121 2712248.9097,11136656.7728 2712262.4459,11136632.0577 2712274.8773,11136613.8298 2712281.7438,11136602.9552 2712284.8856,11136582.4644 2712295.6778,11136579.0724 2712295.8309,11136575.9494 2712294.0967,11136570.9684 2712292.7782,11136566.629 2712291.949,11136558.1042 2712291.9093,11136545.3881 2712293.9545,11136540.2407 2712293.9305,11136528.8213 2712293.5535,11136518.5514 2712288.3275,11136509.7263 2712283.5935,11136491.3891 2712283.5081,11136477.2347 2712283.4421,11136468.382 2712284.6963,11136456.8564 2712290.7677,11136460.2464 2712300.7433,11136476.3973 2712307.244,11136495.9778 2712308.9063,11136511.2817 2712314.5459,11136513.9518 2712320.2699,11136513.4877 2712328.5496,11136506.3263 2712342.5097,11136505.6059 2712354.5461,11136509.2989 2712355.2452,11136516.7566 2712356.059,11136524.2169 2712356.0938,11136537.0076 2712355.8615,11136547.6492 2712354.8797,11136550.0938 2712354.6549,11136559.8736 2712356.2597,11136575.181 2712356.5266,11136596.6028 2712357.4813,11136605.9153 2712356.5124,11136635.2183 2712357.9142,11136642.1741 2712357.8931))	240	其他独立建设用地	626838.31	831.746534709	13507.1661042
182	POLYGON ((11137969.6487 2712358.8401,11137967.0984 2712353.5497,11137957.0342 2712341.7353,11137943.799 2712331.9734,11137934.2073 2712320.4787,11137922.1104 2712303.5665,11137904.1571 2712288.3761,11137885.8548 2712280.3406,11137870.6862 2712278.5215,11137861.1837 2712282.2945,11137849.7394 2712296.0784,11137852.9787 2712313.9043,11137860.9985 2712323.1657,11137878.4744 2712339.1492,11137887.6189 2712344.7572,11137902.5991 2712353.2543,11137922.3434 2712357.0021,11137938.9268 2712360.5772,11137953.6071 2712370.5445,11137959.1183 2712363.8995,11137969.6487 2712358.8401))	342	旱地	5272.02	317.648510028	5342.62680951
